"Ulasan","Tanggal_Ulasan","Label","lokasi"
"Tiket masuknya 5000/orang. Parkir motor 5000, parkir mobil 20000. Tempatnya enak, bagus, banyak spot buat foto-foto, nggak terlalu panas, masih ada spot spot yang adem buat neduh. Ada toiletnya, ada beberapa warga lokal yang jualan cemilan, makanan ringan, dan minuman. Kurangnya cuma akses jalannya yang sempit dan berlubang.","5 tahun lalu","Positif","Bukit palalangan"
"Bukit kapur bentukan alam ini menawan, dindingnya tinggi menjulang berawarna coklat kemerahan dengan tanaman liar yang tumbuh di sela-selanya justru menambah eksotik kawasan ini.

Goa yang terbentuk megah. Menyusuri lorong-lorong di dalamnya bak berpetualang merebut harta karun ala film Indiana Jones.","2 tahun lalu","Positif","Bukit palalangan"
"Satu lagi wisata di Bangkalan, Madura yang juga tidak kalah cantiknya jika dibandingkan dengan Bukit Jaddih. Namanya adalah Bukit Kapur Arosbaya. Lokasinya ada di Desa Berbeluk, Kecamatan Arosbaya, Bangkalan, Madura. Sama seperti halnya dengan Bukit Jaddih, Bukit Kapur Arosbaya ini juga merupakan bekas penambangan batu kapur yang meninggalkan bekas pahatan-pahatan indah. Bekas pahatan di Bukit Kapur Arosbaya ini sangat indah dan cantik, banyak gua-gua serta lorong yang unik dan sangat cocok untuk dijadikan latar belakang foto. Jika Bukit Jaddih batunya kebanyakan berwarna putih, maka lain halnya dengan Bukit Kapur Arosbaya yang memiliki keunikan yaitu batunya berwarna merah kekuningan yang merona. Penduduk sekitar menyebut daerah pertambangan ini dengan sebutan Bukit Bedel.

Untuk menuju kesini aksesnya sangat mudah, karena berdekatan dengan situs religi makam para Raja Bangkalan “Air Mata Ibu” yang notabene sudah terkenal. Di dalam sini juga sudah tersedia toilet, tempat parkir, dan beberapa warung penjual makanan. Harga tiket masuk Bukit Kapur Arosbaya ini Rp 5000/orang, dengan Rp 3000 untuk parkir motor dan Rp 20.000 untuk parkir mobil. Toilet Rp 2000

Beberapa teman yang pernah berkunjung ke Bukit ini pernah mengalami pengalaman seperti di Bukit Jaddih yaitu beberapa kali kena pungli. Tapi sejauh ini, hampir berulang kali datang kesini hanya sekali saya bayar tiket masuk Rp 5000 dan Rp 3000 untuk parkir motor. Soal keamanan dan kenyamanan saya pribadi lebih merasa nyaman dan aman di Bukit Kapur Arosbaya ini daripada di Bukit Jaddih.","5 tahun lalu","Positif","Bukit palalangan"
"Salah satu tempat jalan di daerah bangkalan madura nih. Kalau kesini kalian harus bawa kamera & lighting ya..soalnya buat dapetin foto cakep butuh itu. Kalau bermodal kamera hp kurang greget.
Tempatnya dekat aer mata ibu. Tiket parkir motor 5rb, mobil 20rb (akses kesana masuk seukuran 1 mobil aja, kalau 2 harus ngalah bebs). Tiket masuk perorang 5rb.","6 tahun lalu","Positif","Bukit palalangan"
"Satu yang sangat di sayangkan, pemda seperti tidak ada....
Jalan masuk sangat sempit di antara rumah penduduk. Hanya cukup 1 mobil

Kl wisata alamnya super....","3 tahun lalu","Positif","Bukit palalangan"
"Diluar ekspektasi. Keren sekali. Masih sangat alami (selain hasil kerukan kapur). Tempatnya luas dan dalam. Banyak kejutan- kejutan didalamnya. Pokoknya rekomended banget. Kalau ajak bayi siap2 gendongan karena tidak bisa pakai stroler :)","5 tahun lalu","Positif","Bukit palalangan"
"Bukit kapur area pertambangan menjadi destinasi wisata yang apik tenan view pemandangannya. View dinding bekas galian dan juga uniknya dinding bekas galiannya sangat tersusun serasa di mesir bekas pahatan galian kapurnya. Untuk biaya masuk dikelola warga dan relatif terjangkau. Kalau datang pagi pagi banget tanpa biaya masuk. Waktu terbaik berkunjung sekitar pukul 06.00 hingga Pukul 08.00 agar dapat view sinar matahari diantara celah celah bebatuan","6 tahun lalu","Positif","Bukit palalangan"
"areal tambang kapur bukit pelalangan
menunggu pengelolaan yang lebih ramah lingkungan
stop penambangan dan alih kelola menjadi destinasi wisata

sudah terdapat fasilitas toilet, tenda"" pkl (ini yang perlu ditata)
shuttle lokal juga tersedia, apabila perjalanan anda pake bus wisata","6 tahun lalu","Positif","Bukit palalangan"
"Alternatif tempat wisata yg bagus dn seru. Hanya perlu bersabar dn hati2 menuju lokasi krn jalan sempit hy 1 mobil tdk bisa papasan. Semoga kedepan infrastruktur lbh bagus.","6 tahun lalu","Positif","Bukit palalangan"
"Bukit kapur yg sangat indah, ada bagian yg masih terbentuk alami, ada pula bentukan dari bekas pengambilan bata2 kapur untuk bangunan, blm terkelola dgn profesional baik untuk wisata maupun penggalian batu alam untuk bangunan. Tiket masuk murah, ada juru2 foto yg dpt mengantar berkeliling dan mengambil foto smp selesai dgn bayaran sukarela. Toilet tersedia, ada tempat sholat yg sangat minim. Juga terdapat warung2 yg menjual makanan, minuman dan oleh2.","5 tahun lalu","Positif","Bukit palalangan"
"bawa uang pecahan 5rb ato 10rb banyak, jaga-jaga kalo ada bapak-bapak warga lokal yang tiba-tiba beraksi jadi tour guide (mau dicuekin kasian hahaha), tiket masuk 5rb per orang, parkir standart laah, es degan utuh 10rb 😁 …","3 tahun lalu","Positif","Bukit palalangan"
"Mahakarya sang Mahakuasa... gak bisa diungkapkan dengan katakata... untuk mencapai lokasi bisa dengan roda empat...pake aja google map 😎👍... cari komplek pemakaman ""aermata ibu""...setelah sampai di lokasi akan ada papan petunjuk menuju ""bukit kapur"" , juga banyak pemandu lokal yang bisa bantu mengarahkan. tiket masuk cukup murah...lima ribu rupiah saja per orang...perlu diketahui... akses jalan masi asli 😅 jalan tanah berbatu dan berliku...tapi cocok buat yang suka tantangan. selamat jalan jalan 😉","5 tahun lalu","Positif","Bukit palalangan"
"Dibukit ini tempatnya masih sangat alami dan bagus buat foto-foto bersama keluarga, saudara dan sahabat.
Sayang sekali akses jalan hanya cukup satu mobil. Tapi ada pemandunya disana agar mobil bisa lewat secara bergantian","3 tahun lalu","Positif","Bukit palalangan"
"Keren banget, meskipun buatan, tapi estetik buat explore, tapi nggak tau kenapa banyak yang berdoa disitu, secara ini adalah tempat wisata, mungkin bisa bantu","5 tahun lalu","Positif","Bukit palalangan"
"Tempat nya lumayan bagus lah untuk hunting , kalau misal mau prewedd disini juga bisa guys hehehe . Cukup dengan membayar sebsar 10 rb saja per orang, jarak tempuh dari jembatan suramadu memakan waktu sekitar 1.5 - 2 jam an lah guys , tergantung laju kendaraan yaakk hehehe.. Recommend lah pokok nyaa 😃 …","4 tahun lalu","Positif","Bukit palalangan"
"Destinasi di Madura yang menurutku keren polll
Bisaa ala ala di Mesir gituuuu hehehe egypt2 😍😍😍
Tapi siap2 pakai handbody yang SPF nya tinggi ya kalau kesana karna super panas menyengat
FOTO FOTO DISANA BENER2 UAPIKK..
Tour guidenya juga ramah disana","5 tahun lalu","Positif","Bukit palalangan"
"Ini tempat Indiana Jones banget. Asik banget pahatan tebing kapurnya. Untuk fasilitas boleh di bilang standar banget. Toilet di dekat parkir juga ada tapi di dalam tidak ada lagi. Warung ada beberapa tapi tidak mengganggu pemandangan. Eksotis banget tempat ini.","6 tahun lalu","Positif","Bukit palalangan"
"Spot foto Prewedding yg baik, tp di sanyangkan jalan akses munju ke Arosbaya sempit sekali...  Retribusi masuk 5rb per orang...
Rekomen buat yg hobi Fotografi..","3 tahun lalu","Positif","Bukit palalangan"
"Sebenarnya akses menuju lokasi mudah dicari, hanya saja perlu pembenahan macam :
1. Jalan masih banyak rusak dan bergelombang
2. Akses tepat di depan lokasi sempit sekali hanya cukup 1 mobil
3. Parkir mobik cukup tinggi, 20k
4. Perlu dibuat petunjuk, spot mana yamg bagus untuk foto, sejarah bagaimana arosbaya bisa menjadi obyek wisaya, dll","6 tahun lalu","Positif","Bukit palalangan"
"Menakjubkan! Destinasi yang bisa jadi alternatif ketika wisata ke Madura, di samping menuju ke Bukit Jaddih. Hanya Parkirnya aja gak masuk akal, 20.000 untuk mobil dan 5000 untuk masuk ke kawasan. Beruntung saya nggak mengalami pungutan liar lainnya. AMAZING!","7 tahun lalu","Positif","Bukit palalangan"
"Lokasi wisata yang menarik, spot foto bagus sayang akses jalan masuk masih susah dan sempit swhingga mobil besar susah masuk","5 tahun lalu","Positif","Bukit palalangan"
"gmap tolong dong perbaiki rute terdekat, sayang lokasi sebagus ini harus melewati rute terjauh dr gmap yg seharusnya ada rute terdekat & terbaik (menghabiskan wkt di perjalanan), untuk lokasi sangat2 bagus, makanan dan minuman murah & penduduk sekitar ramah2
","2 tahun lalu","Positif","Bukit palalangan"
"Setelah sebelumnya kami pergi ke Bukit Pasir Jedih yg panas dan sangat tampak seperti bekas tampang batu kapur, kami melanjutkan perjalanan ke bukit pasir Arosbaya. Lokasi cukup terpencil. Setelah melewati tempat ziarah umat muslim dan hampir mencapai lokasi, kami harus bergantung pada arahan penduduk lokal kapan bisa tetap maju atau harus menepi sejenak. Jalan tanah yang lebarnya kurang lebih hanya 2m itu memaksa kendaraan untuk bergantian melaluinya. Saat ada yg berlawanan arah, maka salah satunya harus masuk ke pekarangan rumah penduduk untuk sementara.
Tips: siapkan uang tips untuk penduduk lokal yg membantu perjalanan anda.
Akhirnya tiba kami di parkiran bukit kapur. Tebing di sekitar area parkir saja sudah membuat saya takjub. Saat berjalan lebih masuk, lebih banyak keindahan alam yg luar biasa. Guratan-guratan di seluruh permukaan vertikal dan celah-celah yang belum pernah saya jumpai sebelumnya. Bukit kapur Arosbaya ini sangat sejuk, angin mengalir menutupi rasa panas di beberapa spot yg kami lewati. Perjalanan kami berakhir di sebuah gua yg sangat indah karena guratan dinding yang berpadu dengan dua cahaya alam yang berbeda warna.
FYI  ada pedagang buah, gorengan dan minuman (air mineral, teh botol juga kelapa muda) setelah area parkir.","6 tahun lalu","Positif","Bukit palalangan"
"Tempat yg bagus. Luar biasa indahnya.
Untuk mencapai arosbaya, kl kendaraan kecil bisa masuk. Krn jalannya kecil dan masuk pemukiman penduduk. Untuk kendaraan besar, setelah dari parkir, bisa jalan ato ganti kendaraan kecil. Gak jauh sich.","5 tahun lalu","Positif","Bukit palalangan"
"*Tempat nya sangat artistik.
*jangan malu untuk tanya warga sekitar karena minim nya petunjuk jalan dan kurang akuratnya GPS
*Jalan masuk nya sempit hanya cukup untuk 1 mobil. saya rekomendasikan untuk bawa sepeda motor. Parkir motor 5000. Parkir mobil 20.000. Tiket masuk 5000 per orang.
*Tidak disarankan untuk datang kesini pada saat musim liburan dikarenakan banyak nya pungli.
*Jika ingin tempat ini berasa milikmu sendiri datanglah jam 9 pagi.
*disarankan untuk datang pada musim kemarau. Karena jalanan licin dan tebing kapur kurang terlihat indah jika tidak kena sinar matahari.
*Kamar mandi hanya ada di luar (sebelum pintu masuk)","5 tahun lalu","Positif","Bukit palalangan"
"Tempat yang wajib dikunjungi kalau pas lagi berkunjung keMadura.. Meski sudah ramai didatangi pengunjung, terutama pas weekend, Bukit Kapur Arosbaya masih dimanfaatkan sebagai tambang..","3 tahun lalu","Positif","Bukit palalangan"
"Tempatnya sangat alami dan masih banyak pohonnya sehingga serasa sejuk hawanya. Ada tempat parkir mobil dan sepeda motor. Sayang akses jalan ke lokasi melewati perkampungan dan sempit untuk dilalui mobil","5 tahun lalu","Positif","Bukit palalangan"
"Tempat foto yang bagus","3 bulan lalu","Positif","Bukit palalangan"
"Bagus sekali panorama nya untuk fotografi akan tetapi akses jalan nya kecil sempit ditengah perkampungan penduduk","4 tahun lalu","Positif","Bukit palalangan"
"Pertama kali liat di google udah jatuh cinta sama tempat ini.. Begitu sampai sana masyaallah ndak nyesel jauh"" kesini.. Pemandangannya begitu cantik 😍🥰 …","3 tahun lalu","Positif","Bukit palalangan"
"Tempat aestetik
HTM 5k per orang dewasa
Parkir 5k","setahun lalu","Positif","Bukit palalangan"
"Kondisi madura yang panas tapi menurut saya wajar jika kebukit kapur panas, toilet dan parkir aman cuman minim makanan yang tersedia disana, unik kapur yang berwarna orens ke coklatan mirip laya grand canyon national park USA","5 tahun lalu","Positif","Bukit palalangan"
"Cantiiik.. lokasi tidak begitu jauh 25 menitan dr suramadu.. suasana masih sepi asri.. masuknya jg murah meriah 5000 aja.. cocok buat yg hobi foto2 kereeeen..","6 tahun lalu","Positif","Bukit palalangan"
"Tanah milik pribadi. Di dalam nya masih ada kegiatan tambang. Untuk HTM & Parkir waktu itu aku pake motor 10k/2orang (dikelola pribadi)

Karena disana masih ada kegiatan tambang jadi ada jual minuman sama camilan juga oleh2 khas Madura. Harga masih wajar kok, ga pricey bgt.

Saran kalau kesana dibawah jam 12 siang yah biar masih kena sinar matahari yang masuk ke celah batuan","6 bulan lalu","Positif","Bukit palalangan"
"Murah dan dekat dengan wisata aermata, disarankan kesini saat pagi atau sore karena ketika siang panas, tempatnya bagus tapi sayang banyak sampah berserakan
","setahun lalu","Positif","Bukit palalangan"
"Cuma bukit kapur biasa, gada yg terlalu spesial selain gua dan lubang bekas penambangan. Jalan menuju lokasi lumayan berliku, menanjak dan sempit. Terlalu banyak retribusi, sehingga jadi kurang nyaman karna berkesan seperti pemerasan.","5 tahun lalu","Positif","Bukit palalangan"
"Lokasi mudah dijangkau, pemandangan alam bekas tambang batu kapur memberi kesan unik.","3 tahun lalu","Positif","Bukit palalangan"
"Tempat dengat spot foto yang bagus.. hanya sja kurang bersih.. dan akses masuk yg susah..","6 tahun lalu","Positif","Bukit palalangan"
"Seperti gua....indah dengan ukiran ukiran dinding bekas tambang....kalau hari biasa kesana bisa masuk area..dan gk harus bayar parkir...kecuali ada warga setempat yg menjaga","7 tahun lalu","Positif","Bukit palalangan"
"View Bukit kapur Arosbaya luar biasa. Tebing-tebing dengan tekstur berundak. Ada Goa yang teduh dan meneteskan air sepanjang musim. Tempat ini meski dikatakan aman, namun pengunjung tetap harus waspada. Kondisi bukit yang menjulang, jalan naik turun.","6 tahun lalu","Positif","Bukit palalangan"
"Aksesnya lumayan agak susah karena pintu masuknya cm cukup buat 1mobil, tempatnya ga sepanas bukit jaddih, ada kamar mandi umum juga..
Tarif parkirnya  yg agak mahal buat mobil 20rb dan motor 5rb, tiket masuk 10rb/org.. klo buat spot fotonya banyak bgt disini, kegiatan penambangannya pun msh ada bebrp  yg jalan sampe skrg","6 tahun lalu","Positif","Bukit palalangan"
"Bagus, walau hanya buatan manusia. Ada mas2 nya yg pinter foto, jd ngga perlu khawatir kalo kesana, tinggal minta fotokan. Abis foto2 minum kelapa muda, satu kelapa hanya 10rb, segerr 👍 …","2 tahun lalu","Positif","Bukit palalangan"
"Tempat wisata gunung kapur ini sangat mempesona, keindahan ukiran manusia yang sudah mulai di bentuk menunjukkan keindahan tersendiri, di tambah lg dengan adanya danau yang sangat bersih & indah. Kalo baca review² sebelumnya masih belum sampai segini perubahannya, akses juga masih sulit. Tp sekarang bs lebih mudah walo di tempuh dgn kendaraan roda 4. Hanya, harusnya memang lebih tertata lg pengelolaan ticketing & parkir. Let's enjoy this place dengan tetap menjaga kebersihan !!!","7 tahun lalu","Positif","Bukit palalangan"
"Ukiran alam yang beneran buat kagum.
Tapi untuk pengelolaan wisatanya masih kurang. Harap untuk segera diperbaiki lagi.","6 tahun lalu","Positif","Bukit palalangan"
"Tempat ini lumayan bagus untuk sesi pemotretan acara2 tapi sayang kurang begitu terawat dan kurang peduli pengelolaan sarana sekitar lokasi","5 tahun lalu","Positif","Bukit palalangan"
"Wisata bukit yg tersembunyi tapi aduhaiiii keindahannya. Wisata yg masih alami, berbukit, berbatu dan pasir yg padat ciri khas dr bukit Pelalangan ini. Ga percuma jauh-jauh ke tempat ini. Tp sayang akses jalan menuju ke bukit ini sempit.","4 tahun lalu","Positif","Bukit palalangan"
"Tempatnya indah sekali untuk spot foto. Cocok untuk prewed atau yang lainnya. Suasananya juga dingin.. tapi beberapa tempat yang terkena sinar matahari langsung sih panas ehe. Jalanan menuju kesana juga lancar.","5 tahun lalu","Positif","Bukit palalangan"
"Sangat bagus buat foto2. Ada goa2 buatan. Pokoknya seru deh. Rugi deh kalo ke madura hk mampir kesini.","5 tahun lalu","Positif","Bukit palalangan"
"Bukit kapur arosbaya Madura. Untuk best view siang yaa, pasti dpt baguss untuk foto2 kalian ,🤩
","setahun lalu","Positif","Bukit palalangan"
"Manjakan Mata dengan hasil ukiran tangan manusia dalam mencari Rupiah. Ukiran batu kapur dari hasil Pemanfaatannya untuk dibuat Bata. Menyisakan ukiran ukiran yang indah. Mari Kunjungi dan jaga kebersihan","6 tahun lalu","Positif","Bukit palalangan"
"tempat bagus dan iconic, harus sedia uang tip untuk pemandu didalam area wisata.","4 tahun lalu","Positif","Bukit palalangan"
"Keren tempat ini,  sayang jalan ke sananya lumayan susah karena jalannya kecil ckp 1 mobil,  perlu guide agar tidak berpapasan dengan mobil lain.
Guide tour nya baik,  bisa bantu jadi fotografer ,","3 tahun lalu","Positif","Bukit palalangan"
"Pilihan lain kalo pengen rekreasi ke alam yang dekat dari Surabaya, salah satunya ke madura, yang dekat ya bangkalan, hampir mirip sama bukit jaddih, tapi ini lebih coklat sama lebih kerasa feel gua nya..
jalan kesini agak susah dan nyasar kalo pake maps, sama ati2 kalo habis hujan jalan licin karena masuknya masih jalan tanah berbatu..
banyak spot foto yahudd","6 tahun lalu","Positif","Bukit palalangan"
"Tempat penambangan batu yang menghasilkan bentuk batuan seperti gua-gua dan tebing. Tempat yang cocok untuk berfoto","5 tahun lalu","Positif","Bukit palalangan"
"Akses relatif mudah dengan menggunakan sepeda motor.. kurleb 1,5jam dr jembatan suramadu(pengalaman pribadi yang buta arah dan hanya mengandalkan googlemap)
Kereen buat jepret2 nambah stock galery.
Sepertinya masih dikelola oleh warga sekitar saja.. tp ramah2 kok. Nice..","6 tahun lalu","Positif","Bukit palalangan"
"Tempatnya bagus sebagai bekas tambang. Sering dulu shot prewedding disini karena pemandangan sangat eksotis tetapi sekarang sudah pasaran. Kalau kesini usahakan pakai lokal guide untuk menghidupkan pariwisata lokal dengan masyarakat setempat. Guide juga sudah hafal lokasi yang instagenik. Jadi foto langsung bagus. Total luasnya sekitar 3 ha dan banyak spot spot menaril yang tersembunyi. Kalau mau prewed lebih baik cari lokasi yang belum populer saja","4 tahun lalu","Positif","Bukit palalangan"
"Tempat ini resminya adalah bukit Palalangan...akan tetapi lebih dikenal sebagai goa Coklat...krn banyak lubang2 spt goa yg berasal dr kegiatan tambang bukit kapur di wilayah bangkalan, Madura..
Krn tambangnya msh berjalan, jadi belum dikelola dg baik...jalan kesana sempit..cukup satu mobil saja..
Padahal suasana sangat indah..
Smoga tambangnya segera dihentikan krn merusak lingkungan dan berbahaya bagi pengujung dg adanya longsor sesekali..
Jika dikelola spt Brexi di Jogja, sama sama bkas tambang, hasilnya akan sangat bagus buat lingkungan maupun pariwisata..","3 tahun lalu","Positif","Bukit palalangan"
"Tradisional banget, asyik tempatnya, akses menuju lokasi sedikit sempit buat mobil","3 tahun lalu","Positif","Bukit palalangan"
"Bukit ini terbentuk karena aktivitas masyarakat sekitar yang menjadikan tanah ini menjadi batu bata, banyak lubang lubang goa yang sangat cantik dan menarik. Sangat cocok untuk lokasi pre wedding.","5 tahun lalu","Positif","Bukit palalangan"
"bagus sekali tidak menyangka, akses agak susah tp terbayarkan, pastikan mampir jika ke bangkalan!","setahun lalu","Positif","Bukit palalangan"
"Bukit kapur dengan beberapa spot foto yg menarik. Ada warung jajanan juga tempat rehat, krn perjalanannya ckup mendaki. Tiket mobil 20rb. Tiket masuknya 10rb/orang.","6 tahun lalu","Positif","Bukit palalangan"
"Spot foto yang bagus dengan dikelilingi bebatuan kapur. Bisa untuk foto prewedding.","6 tahun lalu","Positif","Bukit palalangan"
"Wisata alam buatan dari yang terbentuk dri proses pertambangan batu kapur. Tempat asri dan unik ini membuat  suasana yang berbeda dengan wisata alam lainnya pada umumnya
Jam bukanya di mulai dari jam 09.00 pagi hingga sore jam 17.00
Ada bebrapa spot jalan lumayan sempit sehingga hanya dapat di lewati oleh satu mobil sj jadi harus dipandu masyrkt sekitar. Fasiltas parkir dan toilet tentunya sdah tersedia","5 tahun lalu","Positif","Bukit palalangan"
"bisa dibilang tambang kapur, namun panoramanya yg unik itu mnjdkan tempat yg unik untuk mengabadikan moment. tempatnya masih sepi, tidak trlalu banyak orang, dan tempatnya bisa dibilang luas bgt sehingga anda bisa keliling sambil foto sana sini","6 tahun lalu","Positif","Bukit palalangan"
"Keren, bagus banget luas lagi. Cocok untuk pra wedding.","3 tahun lalu","Positif","Bukit palalangan"
"Satu lagi spot foto yang menarik di pulau madura. Lokasi tidak jauh dari surabaya. Cukup 1,5 jam dari pusat kota. Disarankan pergi pagi2 sekali dari surabaya supaya bisa tiba sebelum jam 7 karena cuaca sangat panas. Kalau mau foto make up bisa luntur semua hahaha... Apalagi hari minggu atau libur banyak wisatawan yang berkunjung dan semakin siang semakin ramai. Jalan menuju ke sana cukup kecil jadi perlu hati2. Maps juga tidak jelas arahnya hati2 tersesat. Lebih baik tanya warga. Oya, di sana penjual makanannya ramah2 dan juga murah. Ada juga bapak2 yang siap menjadi tour guide kalau mau. Tentunya dengan tip khusus ya!","5 tahun lalu","Positif","Bukit palalangan"
"Salah satu tempat bagus juga di madura buat dikunjungi. Disini bisa dapet foto kaya di zaman kerajaan gitu karena udah lumayan jadul.","5 tahun lalu","Positif","Bukit palalangan"
"tempatnya super keren. memang dari luar terlihat biasa, tapi setelah masuk, wow menakjubkan. dibantu pemandu pak Saiful, kami dapat foto2 bagus","4 tahun lalu","Positif","Bukit palalangan"
"Tempatnya bagus, apalagi buat foto2 keren cuma akses ke sana agak susah hanya satu jalur dan jalan masih berbatu. Klo diperbaiki jalanannya mungkin byk wisatawan yg datang. gak nyesel bisa kesana.","5 tahun lalu","Positif","Bukit palalangan"
"Lokasi jauh dari jalan raya, sehingga harus naik angkot.
Bagi anak2 muda bisa jalan kaki sejauh 4 - 5 km.
Sisa2 potongan batu kapur sangat artistik.","6 tahun lalu","Positif","Bukit palalangan"
"Alam yang luar biasa,objek wisata alam yang keren dan menyuguhkan pemandangan yang luar biasa yang jelas memanjakan mata pecinta alam bebas
Cek ig. @cephusni_ks","6 tahun lalu","Positif","Bukit palalangan"
"Rutenya agak sulit dijangkau mobil, ada beberapa jalan yang hanya muat 1 mobil. Akan lebih mudah menggunakan kendaraan roda dua.","3 tahun lalu","Positif","Bukit palalangan"
"Tempat yang bagus, apalagi buat foto2. Walau jalan masuknya sempit banget, karena mobil kami agak besar. Paling enak datang hari biasa jadi foto2nya bebas gak keganggu, kalau weekend rame","5 tahun lalu","Positif","Bukit palalangan"
"lokasi bagus bgt. masih alami. sejuk. instagramable. toilet bersih. banyak penjual makanan n minuman harga normal. hanya akses jalan masih jalan desa. masih sempit n aspal seadanya. kalau berkunjung jangan corat-coret tebing ya","6 tahun lalu","Positif","Bukit palalangan"
"bukit kapur arosbaya , sebenarnya ini adalah tambang kapur yang mungkin dibentuk juga untuk tempat wisata , secara keseluruhan bukit ini cukup artistik","7 tahun lalu","Positif","Bukit palalangan"
"Tempatnya bagus, sayangnya untuk bbrpa fasilitas umum msh blm ada.
Mungkin kedepannya bs diperhatikan lagi. Sehingga setiap berkunjung, wisatawan lebih nyaman.","5 tahun lalu","Positif","Bukit palalangan"
"Cukup menarik melihat proses pemotongan dan pembuatan batu bata dari bukit kapur.","3 tahun lalu","Positif","Bukit palalangan"
"Salam Mbolang!  Bukit ini masih asri Lokasi bukit ini dekat Makam Pesarean Air Mata Ibu. Berbeloklah ke kanan lalu ikuti jalan itu sepanjang 1,5 km. Lebih baik jalan kaki atau kendaraan roda dua, karena jalannya sempit. Review lengkapnya ada di blog-ku yah.","6 tahun lalu","Positif","Bukit palalangan"
"Parkir Mobil Rp 20000, motor Rp 5000, tatif masuk/org Rp 5000

Dan kalau bawa mobil siap2 receh, beberapa warga suka ngarahin tapi dengan meminta uang..

Tempat bagus tpi pengelolaan jelek, terlalu money oriented..","6 tahun lalu","Positif","Bukit palalangan"
"Bukit kapur unik, ada banyak gua di dalamnya. Tiket masuk cuma 5000/orang. Ada warung yang menjual oleh2 makanan dan juga es degan segar 😁 …","6 tahun lalu","Positif","Bukit palalangan"
"Bukit Pelalangan Arosbaya .
Terletak Di Desa Buduran , Kecamatan Arosbaya , Kabupaten Bangkalan . Pulau Madura . Adalah Mahakarya Manusia Di Jaman Modern . Letaknya Tersembunyi Di Balik Makam Dan Persawahan .","4 tahun lalu","Positif","Bukit palalangan"
"Perbukitan kapur yang didesain cukup indah di dekat makam nyai air mata","3 tahun lalu","Positif","Bukit palalangan"
"Pemandangannya bagus.cuman sayang belom terkelola dengan baik yang kesannya asal asalan.tiket murah dan terjangkau.
Cek di channel youtube "" SI AMAD ""","2 tahun lalu","Positif","Bukit palalangan"
"Tempatnya bagus buat photo2
Kalau bisa datang pagi hari soalnya semakin siang semakin panas","2 tahun lalu","Positif","Bukit palalangan"
"Amazing panorama yang sangat indah jika mau kesini medan nya lumayan sulit jika udh sampai nanti dikenakan biaya parkir motor : 5 rb mobil 20 rb dan tiket masuk 5rb per orang","7 tahun lalu","Positif","Bukit palalangan"
"Tempat dan lokasi udah lumayan bagus tapi kata penduduk sekitar tidak mau untuk dikelola secara pemerintah, karena takutnya tidak kebagian, jalan cukup susah dicapai, tp setelah sampai jadi hidden place yg luar biasa","5 tahun lalu","Positif","Bukit palalangan"
"Asli recommended, baguss
Akses mobil bisa tapi sempit
Masuk bayar 5k/orang, parkir mobil 20k, motor 10k
Banyak goa yg bisa dieksplor, cocok buat hunting foto estetik ala ala
","10 bulan lalu","Positif","Bukit palalangan"
"Indah Banget .. masih alami .. untuk foto bisa minta tolong guide lokal yg bernama Adul dia tau banget spot  foto yg bagus n cara fotonya ...","5 tahun lalu","Positif","Bukit palalangan"
"Lokasi dekat Aermata. Akses jalan ke sana buruk. Jalan berbatu dan hanya cukup satu mobil. Ada jasa pemandu mobil. Sebaiknya ke sana tepat tengah hari. Parkir mobil Rp 20 ribu. Masuk Rp 5 ribu/orang tanpa tiket.","7 tahun lalu","Positif","Bukit palalangan"
"Tempat nya sejuk meskipun itu Bukit kapur.. Beda sama bukit kapur jeddih.. Spot hunting fotonya banyak dan bagus""","5 tahun lalu","Positif","Bukit palalangan"
"Tempatnya dari Bangkalan kota mungkin sekitar 3-5km. Sekarang sudah bersih, gak kotor. Banyak spot foto, menarik pokoknya. Tarif masuknya 5000rp","5 tahun lalu","Positif","Bukit palalangan"
"Tiket parkir untuk motor 5ribu dan mobil 10ribu, per orang masuknya 10ribu.. lokasi masuk ke gang dikampung2, saran saja perhatikan plang2 penunjuk jalan jika mencari lokasinya. Siapkan sunblock karena matahari di Madura rasanya bisa 2x lipat panasnya dibandingkan matahari di Surabaya.. padahal Mataharinya juga sama saya kok heran kenapa bisa begitu 🤣😁","6 tahun lalu","Positif","Bukit palalangan"
"Bukit kapur indah yang terbentuk dari pahatan2 para pengepul kapur...menjadikan pahatan2 yg terlihat alami dan indah ..cocok untuk photo2...instragramable banget deh","6 tahun lalu","Positif","Bukit palalangan"
"Penambangan batu kapur yang tertata dengan rapi sehingga menjadi daerah wisata yang cantik dan alami","5 tahun lalu","Positif","Bukit palalangan"
"tempatnya bagus,cocok buat foto2 sama prewait
","sebulan lalu","Positif","Bukit palalangan"
"Bukit yg benar2 alami Bekas tambang batu,
Bnyak bentuk yg unik2...recomended untuk di kunjungi","6 tahun lalu","Positif","Bukit palalangan"
